venue,date,batter_name,runs,fours,sixes
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Harpreet Brar,4,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Marco Jansen,3,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Yuzvendra Chahal,4,1,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Marcus Stoinis,1,0,0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Chandigarh",2025-04-20,Nehal Wadhera,0.5,0,0
"Wankhede Stadium, Mumbai",2025-04-20,Shaik Rasheed,19,1,0
"Wankhede Stadium, Mumbai",2025-04-20,Rachin Ravindra,5,0,0
"Wankhede Stadium, Mumbai",2025-04-20,Ayush Mhatre,32,4,2
"Wankhede Stadium, Mumbai",2025-04-20,Ravindra Jadeja,53,4,2
"Wankhede Stadium, Mumbai",2025-04-20,Shivam Dube,50,2,4
"Wankhede Stadium, Mumbai",2025-04-20,Dhoni (c & wk),4,0,0
"Wankhede Stadium, Mumbai",2025-04-20,Jamie Overton,4,1,0
"Wankhede Stadium, Mumbai",2025-04-20,D Chahar,4,1,0
"Wankhede Stadium, Mumbai",2025-04-20,Boult,4,0,0
"Wankhede Stadium, Mumbai",2025-04-20,Ashwani Kumar,2,1,0
"Wankhede Stadium, Mumbai",2025-04-20,Santner,3,1,0
"Wankhede Stadium, Mumbai",2025-04-20,Bumrah,4,2,0
"Wankhede Stadium, Mumbai",2025-04-20,Will Jacks,1,0,0
"Wankhede Stadium, Mumbai",2025-04-20,Hardik Pandya (c),2,0,0
"Wankhede Stadium, Mumbai",2025-04-20,Ryan Rickelton (wk),24,3,1
"Wankhede Stadium, Mumbai",2025-04-20,Rohit Sharma,76,4,6
"Wankhede Stadium, Mumbai",2025-04-20,Suryakumar Yadav,68,6,5
"Wankhede Stadium, Mumbai",2025-04-20,Khaleel Ahmed,2,0,0
"Wankhede Stadium, Mumbai",2025-04-20,Jamie Overton,2,0,0
"Wankhede Stadium, Mumbai",2025-04-20,Ravichandran Ashwin,4,0,0
"Wankhede Stadium, Mumbai",2025-04-20,Ravindra Jadeja,3,1,0
"Wankhede Stadium, Mumbai",2025-04-20,Noor Ahmad,3,0,0
"Wankhede Stadium, Mumbai",2025-04-20,Matheesha Pathirana,1.4,0,0
"Eden Gardens, Kolkata",2025-04-21,Sai Sudharsan,52,6,1
"Eden Gardens, Kolkata",2025-04-21,Shubman Gill (c),90,10,3
"Eden Gardens, Kolkata",2025-04-21,Jos Buttler (wk),41,8,0
"Eden Gardens, Kolkata",2025-04-21,Rahul Tewatia,0,0,0
"Eden Gardens, Kolkata",2025-04-21,Shahrukh Khan,11,0,1
"Eden Gardens, Kolkata",2025-04-21,Vaibhav Arora,4,1,0
"Eden Gardens, Kolkata",2025-04-21,Moeen,3,0,0
"Eden Gardens, Kolkata",2025-04-21,Harshit Rana,4,1,0
"Eden Gardens, Kolkata",2025-04-21,Varun Chakaravarthy,4,0,0
"Eden Gardens, Kolkata",2025-04-21,Narine,4,0,1
"Eden Gardens, Kolkata",2025-04-21,Russell,1,1,0
"Eden Gardens, Kolkata",2025-04-21,Rahmanullah Gurbaz (wk),1,0,0
"Eden Gardens, Kolkata",2025-04-21,Sunil Narine,17,2,1
"Eden Gardens, Kolkata",2025-04-21,Ajinkya Rahane (c),50,5,1
"Eden Gardens, Kolkata",2025-04-21,Venkatesh Iyer,14,0,0
"Eden Gardens, Kolkata",2025-04-21,Rinku Singh,17,1,1
"Eden Gardens, Kolkata",2025-04-21,Andre Russell,21,3,1
"Eden Gardens, Kolkata",2025-04-21,Ramandeep Singh,1,0,0
"Eden Gardens, Kolkata",2025-04-21,Moeen Ali,0,0,0
"Eden Gardens, Kolkata",2025-04-21,Angkrish Raghuvanshi,27,3,1
"Eden Gardens, Kolkata",2025-04-21,Harshit Rana,1,0,0
"Eden Gardens, Kolkata",2025-04-21,Mohammed Siraj,4,1,0
"Eden Gardens, Kolkata",2025-04-21,Ishant Sharma,2,1,0
"Eden Gardens, Kolkata",2025-04-21,Prasidh Krishna,4,2,0
"Eden Gardens, Kolkata",2025-04-21,Rashid Khan,4,2,0
"Eden Gardens, Kolkata",2025-04-21,Washington Sundar,3,1,0
"Eden Gardens, Kolkata",2025-04-21,Ravisrinivasan Sai Kishore,3,1,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Markram,52,2,3
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Mitchell Marsh,45,3,1
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Pooran,9,2,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Abdul Samad,2,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,David Miller,14,1,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Ayush Badoni,36,6,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Pant (c & wk),0,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Axar (c),4,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Mitchell Starc,4,1,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Mukesh Kumar,4,4,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Chameera,3,1,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Vipraj Nigam,1,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Kuldeep Yadav,4,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Abishek Porel,51,5,1
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Karun Nair,15,2,1
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,KL Rahul (wk),57,3,3
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Axar Patel (c),34,1,4
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Shardul Thakur,2,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Digvesh Singh Rathi,4,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Prince Yadav,2.5,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Aiden Markram,3,2,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Avesh Khan,3,0,0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-22,Ravi Bishnoi,3,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Head,0,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Abhishek Sharma,8,0,1
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Ishan Kishan,1,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Nitish Reddy,2,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Klaasen (wk),71,9,2
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Aniket Verma,12,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Abhinav Manohar,43,2,3
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Cummins (c),1,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Harshal Patel,1,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,D Chahar,4,2,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Boult,4,4,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Bumrah,4,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Santner,4,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Hardik Pandya (c),3,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Vignesh Puthur,1,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Ryan Rickelton (wk),11,2,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Rohit Sharma,70,8,3
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Will Jacks,22,2,1
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Suryakumar Yadav,40,5,2
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Tilak Varma,2,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Pat Cummins (c),3,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Jaydev Unadkat,3,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Harshal Patel,3,0,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Eshan Malinga,3,1,0
"Rajiv Gandhi International Stadium, Hyderabad",2025-04-23,Zeeshan Ansari,3.4,1,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Phil Salt,26,4,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Kohli,70,8,2
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Padikkal,50,4,3
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Tim David,23,2,1
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Rajat Patidar (c),1,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Jitesh Sharma (wk),20,4,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Jofra Archer,4,1,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Fazalhaq Farooqi,3,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Tushar Deshpande,2,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Sandeep Sharma,4,2,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,W Hasaranga,4,1,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Riyan Parag (c),3,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Yashasvi Jaiswal,49,7,3
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Vaibhav Suryavanshi,16,0,2
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Nitish Rana,28,3,1
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Riyan Parag (c),22,2,2
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Dhruv Jurel (wk),47,3,3
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Shimron Hetmyer,11,1,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Shubham Dubey,12,1,1
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Jofra Archer,0,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Wanindu Hasaranga,1,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Tushar Deshpande,1,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Fazalhaq Farooqi,2,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Bhuvneshwar Kumar,4,1,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Yash Dayal,3,1,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Josh Hazlewood,4,4,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Romario Shepherd,1,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Suyash Sharma,4,0,0
"M.Chinnaswamy Stadium, Bengaluru",2025-04-24,Krunal Pandya,4,2,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Shaik Rasheed,0,0,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Ayush Mhatre,30,6,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Sam Curran,9,1,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Ravindra Jadeja,21,1,1
"MA Chidambaram Stadium, Chennai",2025-04-25,Dewald Brevis,42,1,4
"MA Chidambaram Stadium, Chennai",2025-04-25,Shivam Dube,12,2,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Deepak Hooda,22,1,1
"MA Chidambaram Stadium, Chennai",2025-04-25,Dhoni (c & wk),6,1,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Anshul Kamboj,2,0,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Noor Ahmad,2,0,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Khaleel Ahmed,1,0,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Shami,3,1,1
"MA Chidambaram Stadium, Chennai",2025-04-25,Cummins (c),4,2,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Jaydev Unadkat,2.5,2,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Harshal Patel,4,4,1
"MA Chidambaram Stadium, Chennai",2025-04-25,Zeeshan Ansari,3,0,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Kamindu Mendis,3,1,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Abhishek Sharma,0,0,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Travis Head,19,4,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Ishan Kishan,44,5,1
"MA Chidambaram Stadium, Chennai",2025-04-25,Heinrich Klaasen (wk),7,1,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Aniket Verma,19,0,2
"MA Chidambaram Stadium, Chennai",2025-04-25,Kamindu Mendis,32,3,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Nitish Kumar Reddy,19,2,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Khaleel Ahmed,3,1,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Anshul Kamboj,3,1,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Noor Ahmad,4,2,2
"MA Chidambaram Stadium, Chennai",2025-04-25,Ravindra Jadeja,3.4,1,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Sam Curran,2,0,0
"MA Chidambaram Stadium, Chennai",2025-04-25,Matheesha Pathirana,3,0,0
"Eden Gardens, Kolkata",2025-04-26,Priyansh Arya,69,8,4
"Eden Gardens, Kolkata",2025-04-26,Prabhsimran,83,6,6
"Eden Gardens, Kolkata",2025-04-26,Shreyas Iyer (c),25,1,1
"Eden Gardens, Kolkata",2025-04-26,Maxwell,7,1,0
"Eden Gardens, Kolkata",2025-04-26,Marco Jansen,3,0,0
"Eden Gardens, Kolkata",2025-04-26,Josh Inglis (wk),11,2,0
"Eden Gardens, Kolkata",2025-04-26,Vaibhav Arora,4,2,0
"Eden Gardens, Kolkata",2025-04-26,Chetan Sakariya,3,0,0
"Eden Gardens, Kolkata",2025-04-26,Harshit Rana,2,0,0
"Eden Gardens, Kolkata",2025-04-26,Varun Chakaravarthy,4,1,0
"Eden Gardens, Kolkata",2025-04-26,Narine,4,0,1
"Eden Gardens, Kolkata",2025-04-26,Russell,3,1,0
"Eden Gardens, Kolkata",2025-04-26,Rahmanullah Gurbaz (wk),1,0,0
"Eden Gardens, Kolkata",2025-04-26,Sunil Narine,4,1,0
"Eden Gardens, Kolkata",2025-04-26,Marco Jansen,1,0,0
"Eden Gardens, Kolkata",2025-04-26,Arshdeep Singh,0,0,0
"Wankhede Stadium, Mumbai",2025-04-27,Rickelton (wk),58,6,4
"Wankhede Stadium, Mumbai",2025-04-27,Rohit,12,0,2
"Wankhede Stadium, Mumbai",2025-04-27,Will Jacks,29,3,1
"Wankhede Stadium, Mumbai",2025-04-27,Suryakumar Yadav,54,4,4
"Wankhede Stadium, Mumbai",2025-04-27,Tilak Varma,6,1,0
"Wankhede Stadium, Mumbai",2025-04-27,Hardik Pandya (c),5,0,0
"Wankhede Stadium, Mumbai",2025-04-27,Naman Dhir,25,2,2
"Wankhede Stadium, Mumbai",2025-04-27,Corbin Bosch,20,2,1
"Wankhede Stadium, Mumbai",2025-04-27,D Chahar,1,0,0
"Wankhede Stadium, Mumbai",2025-04-27,Mayank Yadav,4,2,0
"Wankhede Stadium, Mumbai",2025-04-27,Prince Yadav,4,1,0
"Wankhede Stadium, Mumbai",2025-04-27,Digvesh Rathi,4,1,0
"Wankhede Stadium, Mumbai",2025-04-27,Ravi Bishnoi,4,1,0
"Wankhede Stadium, Mumbai",2025-04-27,Avesh Khan,4,2,0
"Wankhede Stadium, Mumbai",2025-04-27,Mitchell Marsh,34,3,2
"Wankhede Stadium, Mumbai",2025-04-27,Aiden Markram,9,2,0
"Wankhede Stadium, Mumbai",2025-04-27,Nicholas Pooran,27,1,3
"Wankhede Stadium, Mumbai",2025-04-27,Rishabh Pant (c & wk),4,1,0
"Wankhede Stadium, Mumbai",2025-04-27,Ayush Badoni,35,2,2
"Wankhede Stadium, Mumbai",2025-04-27,David Miller,24,3,0
"Wankhede Stadium, Mumbai",2025-04-27,Abdul Samad,2,0,0
"Wankhede Stadium, Mumbai",2025-04-27,Ravi Bishnoi,13,0,2
"Wankhede Stadium, Mumbai",2025-04-27,Avesh Khan,0,0,0
"Wankhede Stadium, Mumbai",2025-04-27,Prince Yadav,4,0,0
"Wankhede Stadium, Mumbai",2025-04-27,Digvesh Singh Rathi,1,0,0
"Wankhede Stadium, Mumbai",2025-04-27,Trent Boult,4,3,0
"Wankhede Stadium, Mumbai",2025-04-27,Deepak Chahar,3,0,1
"Wankhede Stadium, Mumbai",2025-04-27,Jasprit Bumrah,4,4,0
"Wankhede Stadium, Mumbai",2025-04-27,Will Jacks,2,2,0
"Wankhede Stadium, Mumbai",2025-04-27,Karn Sharma,2,0,0
"Wankhede Stadium, Mumbai",2025-04-27,Hardik Pandya (c),1,0,0
"Wankhede Stadium, Mumbai",2025-04-27,Corbin Bosch,4,1,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Abishek Porel,28,2,2
"Arun Jaitley Stadium, Delhi",2025-04-27,du Plessis,22,2,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Karun Nair,4,1,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Rahul (wk),41,3,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Axar (c),15,1,1
"Arun Jaitley Stadium, Delhi",2025-04-27,Stubbs,34,5,1
"Arun Jaitley Stadium, Delhi",2025-04-27,Ashutosh Sharma,2,0,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Vipraj Nigam,12,0,1
"Arun Jaitley Stadium, Delhi",2025-04-27,Mitchell Starc,0,0,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Chameera,0,0,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Bhuvneshwar,4,3,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Yash Dayal,4,1,1
"Arun Jaitley Stadium, Delhi",2025-04-27,Hazlewood,4,2,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Suyash Sharma,4,0,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Krunal Pandya,4,1,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Jacob Bethell,12,1,1
"Arun Jaitley Stadium, Delhi",2025-04-27,Virat Kohli,51,4,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Devdutt Padikkal,0,0,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Rajat Patidar (c),6,1,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Krunal Pandya,73,5,4
"Arun Jaitley Stadium, Delhi",2025-04-27,Tim David,19,3,1
"Arun Jaitley Stadium, Delhi",2025-04-27,Axar Patel (c),4,2,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Mitchell Starc,3,0,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Mukesh Kumar,3.3,0,1
"Arun Jaitley Stadium, Delhi",2025-04-27,Vipraj Nigam,1,0,1
"Arun Jaitley Stadium, Delhi",2025-04-27,Kuldeep Yadav,4,0,0
"Arun Jaitley Stadium, Delhi",2025-04-27,Dushmantha Chameera,3,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Sai Sudharsan,39,4,1
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Shubman Gill (c),84,5,4
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Jos Buttler (wk),50,3,4
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Washington Sundar,13,0,1
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Rahul Tewatia,9,0,1
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Shahrukh Khan,5,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Jofra Archer,4,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,M Theekshana,4,2,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Yudhvir Singh,3,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Sandeep Sharma,4,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Riyan Parag (c),1,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,W Hasaranga,4,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Yashasvi Jaiswal,70,9,2
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Vaibhav Suryavanshi,101,7,11
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Nitish Rana,4,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Riyan Parag (c),32,2,2
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Mohammed Siraj,2,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Ishant Sharma,2,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Washington Sundar,1.5,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Prasidh Krishna,4,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Rashid Khan,4,1,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Karim Janat,1,0,0
"Sawai Mansingh Stadium, Jaipur",2025-04-28,Ravisrinivasan Sai Kishore,1,0,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Gurbaz (wk),26,5,1
"Arun Jaitley Stadium, Delhi",2025-04-29,Narine,27,2,2
"Arun Jaitley Stadium, Delhi",2025-04-29,Ajinkya Rahane (c),26,4,1
"Arun Jaitley Stadium, Delhi",2025-04-29,Angkrish Raghuvanshi,44,3,2
"Arun Jaitley Stadium, Delhi",2025-04-29,Venkatesh Iyer,7,1,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Rinku Singh,36,3,1
"Arun Jaitley Stadium, Delhi",2025-04-29,Russell,17,2,1
"Arun Jaitley Stadium, Delhi",2025-04-29,Rovman Powell,5,1,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Anukul Roy,0,0,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Harshit Rana,0,0,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Varun Chakaravarthy,1,0,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Mitchell Starc,4,3,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Chameera,3,1,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Mukesh Kumar,2,0,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Vipraj Nigam,4,2,1
"Arun Jaitley Stadium, Delhi",2025-04-29,Axar (c),4,2,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Kuldeep Yadav,3,0,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Abishek Porel (wk),4,1,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Faf du Plessis,62,7,2
"Arun Jaitley Stadium, Delhi",2025-04-29,Karun Nair,15,2,0
"Arun Jaitley Stadium, Delhi",2025-04-29,KL Rahul,7,1,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Axar Patel (c),43,4,3
"Arun Jaitley Stadium, Delhi",2025-04-29,Tristan Stubbs,1,0,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Vipraj Nigam,38,5,2
"Arun Jaitley Stadium, Delhi",2025-04-29,Ashutosh Sharma,7,0,1
"Arun Jaitley Stadium, Delhi",2025-04-29,Mitchell Starc,0,0,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Dushmantha Chameera,2,0,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Kuldeep Yadav,1,0,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Anukul Roy,4,1,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Vaibhav Arora,2,1,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Harshit Rana,4,0,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Varun Chakaravarthy,4,2,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Sunil Narine,4,3,0
"Arun Jaitley Stadium, Delhi",2025-04-29,Andre Russell,2,1,1
