2025-04-30 14:59:25,171 - INFO - Fetching match info from: https://www.cricbuzz.com/cricket-series/9237/indian-premier-league-2025/matches
2025-04-30 14:59:25,500 - INFO - Found 74 match containers.
2025-04-30 14:59:25,504 - INFO - Successfully extracted info for 70 matches.
2025-04-30 14:59:25,559 - INFO - Saving match info to CSV file: cricbuzz_matches.csv
2025-04-30 14:59:25,561 - INFO - Successfully saved match info to cricbuzz_matches.csv
2025-04-30 15:00:37,457 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115327/srh-vs-dc-55th-match-indian-premier-league-2025, Location=Rajiv Gandhi International Stadium, Hyderabad, Date=2025-05-05
2025-04-30 15:00:37,457 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115336/mi-vs-gt-56th-match-indian-premier-league-2025, Location=Wankhede Stadium, Mumbai, Date=2025-05-06
2025-04-30 15:00:37,457 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115345/kkr-vs-csk-57th-match-indian-premier-league-2025, Location=Eden Gardens, Kolkata, Date=2025-05-07
2025-04-30 15:00:37,457 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115347/pbks-vs-dc-58th-match-indian-premier-league-2025, Location=Himachal Pradesh Cricket Association Stadium, Dharamsala, Date=2025-05-08
2025-04-30 15:00:37,457 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115354/lsg-vs-rcb-59th-match-indian-premier-league-2025, Location=Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow, Date=2025-05-09
2025-04-30 15:00:37,457 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115356/srh-vs-kkr-60th-match-indian-premier-league-2025, Location=Rajiv Gandhi International Stadium, Hyderabad, Date=2025-05-10
2025-04-30 15:00:37,457 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115365/pbks-vs-mi-61st-match-indian-premier-league-2025, Location=Himachal Pradesh Cricket Association Stadium, Dharamsala, Date=2025-05-11
2025-04-30 15:00:37,457 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115372/dc-vs-gt-62nd-match-indian-premier-league-2025, Location=Arun Jaitley Stadium, Delhi, Date=2025-05-11
2025-04-30 15:00:37,457 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115381/csk-vs-rr-63rd-match-indian-premier-league-2025, Location=MA Chidambaram Stadium, Chennai, Date=2025-05-12
2025-04-30 15:00:37,457 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115390/rcb-vs-srh-64th-match-indian-premier-league-2025, Location=M.Chinnaswamy Stadium, Bengaluru, Date=2025-05-13
2025-04-30 15:00:37,458 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115392/gt-vs-lsg-65th-match-indian-premier-league-2025, Location=Narendra Modi Stadium, Ahmedabad, Date=2025-05-14
2025-04-30 15:00:37,458 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115401/mi-vs-dc-66th-match-indian-premier-league-2025, Location=Wankhede Stadium, Mumbai, Date=2025-05-15
2025-04-30 15:00:37,458 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115410/rr-vs-pbks-67th-match-indian-premier-league-2025, Location=Sawai Mansingh Stadium, Jaipur, Date=2025-05-16
2025-04-30 15:00:37,458 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115417/rcb-vs-kkr-68th-match-indian-premier-league-2025, Location=M.Chinnaswamy Stadium, Bengaluru, Date=2025-05-17
2025-04-30 15:00:37,458 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115426/gt-vs-csk-69th-match-indian-premier-league-2025, Location=Narendra Modi Stadium, Ahmedabad, Date=2025-05-18
2025-04-30 15:00:37,458 - INFO - Extracted and stored match info: Link=https://www.cricbuzz.com/live-cricket-scores/115435/lsg-vs-srh-70th-match-indian-premier-league-2025, Location=Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow, Date=2025-05-18
2025-04-30 15:00:37,458 - INFO - Successfully processed 70 matches.
2025-04-30 15:00:37,494 - INFO - Saving match info to CSV file: cricbuzz_matches.csv
2025-04-30 15:00:37,495 - INFO - Successfully saved match info to cricbuzz_matches.csv
